id,name,phone,email,city,joined,amount,notes
2346,Bunur Bumad,081102476363,bunur.bumad@post.example.net,Mataram,2025-12-18,152468.55,
2347,Hamad Lowan,081121126860,hamad.lowan@post.example.net,Mataram,2026-06-02,58106.13,"moved cities, update on renewal"
2348,Fadi Buwan,089526488728,fadi.buwan@post.example.net,Mataram,2023-10-07,89164.31,
2349,Loman Zunto,081250495887,loman.zunto@post.example.net,Mataram,2026-06-25,21543.50,
2350,Musih Zuwan,081163369794,musih.zuwan@example.com,Mataram,2025-01-25,203610.33,
2351,Cinto Anman,0813-9355-6056,cinto.anman@post.example.net,Bandung,2025-08-01,60170.75,
2352," Hayan Nandra",081130233624,hayan.nandra@example.net,Surabaya,22/08/2025,"224.898,51",follow up next week
2353,Fanto Sumad,081143021441,fanto.sumad@example.net,Mataram,2024-02-16,47633.95,"prefers WhatsApp, not email"
2354,Rigus Juyan,081320646339,rigus.juyan@post.example.net,Bandung,2023-03-18,49166.35,
2355,Tawan Yayan,0813 5844 8223,tawan.yayan@post.example.net,Mataram,2025-06-08,34018.46,
2356,Munur Lodi,0821-5218-3396,munur.lodi@mail.example.com,Mataram,04/03/2023,28485.86,
2357,Sunur Indi,081102596912,sunur.indi@mail.example.com,Mataram,2024-12-19,110842.11,
2358,Kandra Narah,081813939625,kandra.narah@example.com,Mataram,2024-11-15,201345,
2359,Kanto Juman,081879013670,kanto.juman@example.org,Surabaya,2023-02-02,165634.00,
2360,Wiwan Kanto,082135981352,wiwan.kanto@example.org,Makassar,2025-02-04,113904.07,
2361,Mudi Murah,082126424475,mudi.murah@post.example.net,Mataram,05/08/2026,73331.03,"prefers WhatsApp, not email"
2362,Mumad Lonur,081243750517,mumad.lonur@mail.example.com,Medan,15.12.2025,132699.79,
2363,Lonto Budi,085199665101,lonto.budi@example.org,Surabaya,2026-05-02,208439.31,
2364,Dedi Antri,081825401482,dedi.antri@example.net,Bandung,2024-01-24,134496.69,
2365,"Hadi Anman ",081327907590,"hadi.anman@mail.example.com ",Mataram,2024-07-08,122536.71,"paid by transfer, receipt pending"
2366,Tanto Sugus,081235528348,tanto.sugus@post.example.net,Mataram,2026-05-20,55956.05,
2367,Lolia Tatri,082125191462,lolia.tatri@example.com,Mataram,2024-12-07,26031.10,
2368,Yanur Muti,081893816383,yanur.muti@example.org,Mataram,2023-05-17,27979.45,
2369,Anmad Annto,081838399968,anmad.annto@example.com,Mataram,2023-03-22,175659.22,
2370,Punto  Sunto,0895 4743 2910,punto.sunto@example.com,Mataram,2025-03-13,"31.589,75",
2371,Cilia Anndra,081388466245,cilia.anndra@post.example.net,Makassar,2026-07-25,44948.15,
2372,Desih Tawan,0812 3124 8106,"desih.tawan@mail.example.com ",Mataram,2025-10-09,53185.27,
2373," Jugus Suman",081381532500,jugus.suman@example.com,Mataram,2025-08-08,"235.121,08",address unclear
2374,Tasih Antri,081133894013,tasih.antri@mail.example.com,Mataram,2024-07-18,82611.47,
2375,Rinto Sundra,081190995963,rinto.sundra@post.example.net,Bandung,2025-08-12,139717.95,
2376,Tarah Sutri,081142586482,tarah.sutri@example.com,Medan,2026-01-10,189795.63,
2377,Fatri Haman,085152596391,fatri.haman@post.example.net,Mataram,2023-08-10,67430,
2378,Bumad Talia,081120291407,bumad.talia@example.net,Semarang,2026-01-10,114479.22,
2379,Surah Fawan,081236521241,surah.fawan@example.org,Medan,2024-01-28,107168.79,
2380,Yanur Loman,081357998986,yanur.loman@example.com,Makassar,2026-02-05,885.42,
2381,Yayan Putri,082186675131,yayan.putri@example.org,Mataram,2023-03-16,98858.20,
2382,Sugus Yatri,081245548676,sugus.yatri@mail.example.com,Mataram,2023-03-24,202432.29,
2383,Budi Sugus,081222892996,budi.sugus@example.com,Mataram,2023-02-07,113068.25,
2384,Yanur Taman,081875176585,yanur.taman@mail.example.com,Mataram,2024-10-10,99431.30,
2385,Munto Nasih,081721296296,munto.nasih@post.example.net,Denpasar,2023-07-07,5431.32,
2386,Mumad Fanur,081129229411,mumad.fanur@example.org,Mataram,2026-05-04,237300.42,
2387," Muwati Bunto",082103100970,muwati.bunto@example.org,Bandung,07/09/2023,128440.49,
2388,Fayan Inman,089554822765,fayan.inman@example.net,Mataram,2023-07-13,150765.15,
2389,Gigus Sumto,081811912430,gigus.sumto@example.org,Mataram,2025-07-03,140350.86,
2390,Anmad  Julia,0851-7010-8796,anmad.julia@example.com,Mataram,2024-03-10,182789.90,
2391,Anrah Lolia,089557345803,anrah.lolia@example.com,Mataram,2026-01-09,83644.26,
2392,Ansih Zusih,081886464168,ansih.zusih@post.example.net,Makassar,2026-06-22,169232.93,
2393,Annto Nasih,081377866309,annto.nasih@example.org,Mataram,2024-12-13,121921.37,
2394,Ciman Annur,089542471482,ciman.annur@mail.example.com,Makassar,2023-09-18,27917.58,
2395,Wilia Insih,081875113284,wilia.insih@mail.example.com,Mataram,2023-09-12,229957.32,
2396," Inrah Dewati",0851 8707 3342,inrah.dewati@example.net,Medan,2023-07-09,83096.45,
2397,Rigus Falia,082154442201,rigus.falia@post.example.net,Semarang,2026-02-02,21810.54,
2398,Buwan Demad,082168861235,buwan.demad@mail.example.com,Mataram,2026-01-10,33421.99,
2399,Rigus Lodi,081701350761,rigus.lodi@mail.example.com,Makassar,09.10.2023,239493,
2400,Anwati Dento,081880728404,anwati.dento@example.org,Mataram,2024-08-19,146852.95,
2401,Kamad Kamad,081778146590,kamad.kamad@mail.example.com,Mataram,2025-04-22,177809.67,
2402,Dento Sundra,0818 2278 9431,dento.sundra@example.org,Bandung,2023-02-20,9213.90,
2403,Juwati Tagus,081717874837,juwati.tagus@MAIL.EXAMPLE.COM,Mataram,02.08.2024,16948.36,
2404,Kanur Zutri,081289683102,kanur.zutri@post.example.net,Mataram,2026-01-13,30879.77,
2405,Rimad Zurah,081119938167,rimad.zurah@example.net,Mataram,2026-02-22,83215.47,
2406,Gilia Riwati,081214682912,gilia.riwati@mail.example.com,Mataram,2023-04-13,140941.78,
2407,Mundra Dewati,081782569926,mundra.dewati@example.org,Mataram,2025-08-20,164244.77,
2408,Putri Widi,089537971929,putri.widi@mail.example.com,Semarang,2024-09-01,77474.53,
2409,Nanto  Bulia,081232114373,nanto.bulia@post.example.net,Mataram,28/04/2023,"66.517,85",
2410,Citri Hanto,085148069368,citri.hanto@EXAMPLE.NET,Bandung,2024-01-03,118121.10,
2411,Judi Kayan,081344417572,judi.kayan@mail.example.com,Mataram,2024-08-24,112513.95,
2412,Zuwan Juwan,081705522828,zuwan.juwan@example.org,Mataram,2023-10-03,245966.40,
2413,Bunto Yaman,085101732895,,Bandung,25/08/2026,26000.90,
2414,Buwan Gigus,082177951464,buwan.gigus@mail.example.com,Mataram,2025-05-07,119743.91,
2415,Zunto Yanto,081218585609,zunto.yanto@POST.EXAMPLE.NET,Mataram,2023-10-16,31528.48,
2416,Zuyan Jugus,089598940332,zuyan.jugus@mail.example.com,Mataram,04.11.2023,"124.930,56",
2417,Delia Sunto,081889557517,delia.sunto@example.net,Pontianak,2024-04-22,170071.68,
2418,Inyan Zulia,081163601945,inyan.zulia@example.net,Mataram,2024-07-28,169173.70,
2419,Losih Rinto,081256115232,losih.rinto@example.com,Mataram,21.04.2024,16417,
2420,Tamad Juntu,081874813651,tamad.juntu@example.com,Mataram,2025-08-27,90623.34,
2421,Suwati Yawati,082124262676,suwati.yawati@post.example.net,Mataram,2025-05-08,118479.18,
2422,Bundra Natri,0851-6286-0746,bundra.natri@example.org,Padang,2026-03-07,71938.22,
2423,Inrah Hanto,085191259141,inrah.hanto@example.net,Mataram,2025-04-03,68564.46,
2424,Kaman Logus,081712126432,kaman.logus@example.com,Semarang,2023-02-03,17809.33,
2425,Giyan Degus,081879039484,giyan.degus@example.net,Medan,2026-05-17,58562.92,
2426,Inwati Tanur,081175823062,inwati.tanur@example.com,Mataram,2023-09-10,231200.03,
2427,Ciwati Dendra,081811751466,ciwati.dendra@mail.example.com,Mataram,2023-01-17,163649.34,
2428,Logus Junur,081890301258,logus.junur@example.net,Mataram,2026-06-26,139459.91,
2429,Mulia Muwati,085160268835,mulia.muwati@post.example.net,Mataram,2023-08-24,208221.32,
2430,Cindra Yayan,081352319903,cindra.yayan@example.com,Mataram,2023-01-20,60830.56,
2431,Indi Muwan,081743261422,indi.muwan@example.net,Mataram,2024-03-08,204729.76,
2432,Julia Jutri,+6281877994515,julia.jutri@EXAMPLE.ORG,Mataram,16.05.2026,129418.07,
2433,Narah Girah,081891910002,narah.girah@example.com,Bandung,25.07.2024,68459.38,
2434,Angus Ridri,081230299360,angus.ridri@post.example.net,Mataram,2024-06-28,120719.50,
2435,Rimad Punto,081296823454,rimad.punto@example.com,Bandung,2026-04-26,182944.14,
2436,Nayan Cinur,081347824568,nayan.cinur@example.com,Mataram,2025-07-03,75356.97,
2437,Nagus Tanto,081336607777,nagus.tanto@example.net,Surabaya,2025-08-17,230591.73,
2438,Deyan Puyan,089597983188,deyan.puyan@mail.example.com,Makassar,2025-08-25,128371.68,
2439,Suwan Hagus,082111049529,suwan.hagus@example.com,Mataram,2024-04-01,182374.54,
2440,Handra Zundra,+6281261882914,handra.zundra@mail.example.com,Mataram,2024-05-15,108194,
2441," Namad Anmad",082160656983,,Makassar,2026-05-22,"26.538,47",
2442,Anyan Yawati,081362216834,anyan.yawati@mail.example.com,Mataram,2025-06-21,98742.29,
2443,Julia Rilia,089537566625,julia.rilia@mail.example.com,Denpasar,2024-09-08,195669.42,
2444,Puyan  Hagus,081705895116,puyan.hagus@EXAMPLE.ORG,Mataram,11/04/2024,208827.24,
2445,Sunto Muwan,0818 4031 5581,sunto.muwan@example.org,Mataram,2023-06-16,53331.63,
2446,Suyan Nawati,089586125447,suyan.nawati@example.com,Mataram,2026-07-28,219041.11,
2447,Sunur Wiyan,089546544094,sunur.wiyan@example.com,Medan,2026-04-05,96690.85,
2448,Lomad Muwan,085181767320,lomad.muwan@example.org,Mataram,2026-05-19,74882.98,
2449,Murah Winur,089558696340,murah.winur@example.net,Denpasar,2023-02-06,26168.77,
2450,Natri Mulia,081742753955,natri.mulia@example.org,Makassar,2026-05-11,207827.75,
2451,Lodi Rindra,081759248665,lodi.rindra@post.example.net,Mataram,2026-03-17,235272.16,
2452,Zusih Pumad,081232159620,zusih.pumad@example.org,Mataram,2025-02-11,147366.95,
2453,Lonto Punto,085129652533,lonto.punto@example.org,Mataram,2024-11-28,145901.63,
2454,Musih Suyan,081775446994,musih.suyan@example.net,Mataram,2026-04-01,153676.41,
2455,Losih Yadi,081357639494,losih.yadi@example.org,Semarang,2024-05-09,148176.70,
2456,Natri Wiwan,085188767053,natri.wiwan@mail.example.com,Mataram,2025-12-07,40440.81,
2457,Fandra Pumad,081731533216,fandra.pumad@post.example.net,Denpasar,2025-12-13,181087.33,
2458,Nawan Katri,085110399679,nawan.katri@example.net,Mataram,2024-03-17,138174.76,
2459,Widi Nawan,081809250004,widi.nawan@mail.example.com,Mataram,2024-11-12,203657.08,
2460,Cimad Mumad,081191855802,cimad.mumad@mail.example.com,Mataram,2025-01-10,148295.52,"paid by transfer, receipt pending"
2461,Fandra Gimad,085141577552,fandra.gimad@example.org,Mataram,2023-07-07,132099.15,
2462,Giyan Lomad,085195091129,giyan.lomad@example.com,Medan,2026-01-16,146202.20,
2463,Putri Kayan,081237422392,putri.kayan@example.org,Mataram,2024-03-25,110862.61,follow up next week
2464,Witri Yadi,081725206229,witri.yadi@example.com,Mataram,2023-09-22,210129.20,
2465,Rilia Cirah,0895 4684 9706,rilia.cirah@example.com,Bandung,2023-12-07,190718.53,
2466,Naman Sugus,+6281704640269,naman.sugus@post.example.net,Mataram,21/02/2026,8415.07,
2467,Hatri Winto,081154768096,hatri.winto@example.net,Mataram,2023-05-02,99335.06,
2468,Gitri Tanto,082161604366,gitri.tanto@POST.EXAMPLE.NET,Mataram,18.03.2024,2731,
2469,Hamad Yarah,081221792622,hamad.yarah@example.com,Mataram,2024-12-12,106190.85,
2470,Wiwati Nasih,085140731418,wiwati.nasih@example.net,Mataram,2023-05-22,12623,
2471,Degus Jutri,081213917960,degus.jutri@example.net,Mataram,2026-04-11,73563.60,
2472,Windra Yasih,089598831797,windra.yasih@EXAMPLE.ORG,Mataram,16.04.2024,32411.75,"wants invoice marked ""urgent"""
2473,Nasih Sudi,0851 2633 4671,nasih.sudi@example.com,Makassar,21/06/2024,196459.21,
2474,Taman Nawan,081171646707,taman.nawan@example.net,Mataram,2025-06-22,226967.12,
2475,Nasih Anrah,+6281372869109,nasih.anrah@example.net,Mataram,2024-04-13,120397.61,
2476,Musih Angus,081821715431,musih.angus@example.com,Makassar,2023-01-01,63970.24,
2477,Winto Wigus,081339762485,winto.wigus@example.org,Medan,10.10.2024,3543.88,
2478,Nanto Intri,081130848546,nanto.intri@example.com,Mataram,2026-03-18,40947.51,
2479,Hanur Puyan,081798148583,hanur.puyan@example.org,Mataram,2024-06-25,248081.71,
2480,Inmad Suwati,081233150549,inmad.suwati@example.com,Mataram,2024-05-27,197523.22,
2481,Jugus Muwati,0818-6727-6629,jugus.muwati@example.com,Mataram,2023-03-05,214607,
2482,Anyan Buwati,089524442355,"anyan.buwati@example.com ",Mataram,2023-01-18,"55.557,29",
2483,Ciyan Lowan,081712269491,ciyan.lowan@example.com,Mataram,2024-09-22,197706.07,
2484,Wiyan Windra,0821-4617-8216,wiyan.windra@mail.example.com,Mataram,2023-01-03,32253.98,
2485,Hadi Yatri,081320984957,hadi.yatri@example.org,Bandung,2024-12-09,88747.28,
2486,Buwan Gimad,081367936938,buwan.gimad@post.example.net,Mataram,2025-12-08,61686.01,
2487,Fanto Bunur,081831250615,fanto.bunur@example.com,Surabaya,2024-05-08,245802.28,
2488,Yanto Famad,081122456846,yanto.famad@post.example.net,Mataram,08/01/2025,98980.29,
2489,Wilia Fanur,+6281157461567,"wilia.fanur@example.com ",Mataram,2023-03-17,154912.34,
2490,Inwati Innto,082169059199,inwati.innto@example.com,Surabaya,2024-04-05,235631.43,
2491,Pudi Zudi,081296349094,pudi.zudi@example.com,Mataram,2023-01-07,82043.16,
2492,Tanto Fanto,082193852225,tanto.fanto@mail.example.com,Medan,2023-07-23,142431.06,
2493,Sulia Harah,081866116605,sulia.harah@post.example.net,Bandung,2023-07-20,16394.73,
2494,Rindra Nasih,081354342472,rindra.nasih@post.example.net,Denpasar,2026-04-13,26059.88,
2495,Zutri Kawati,082177053155,zutri.kawati@post.example.net,Semarang,2026-03-26,177337.59,
2496,Hamad Zunur,081366971574,hamad.zunur@example.net,Mataram,2025-02-28,46176.78,
2497,Hayan Dento,089589194786,hayan.dento@mail.example.com,Makassar,12/04/2026,32569.66,
2498,Munur Zutri,081723642991,munur.zutri@post.example.net,Bandung,2025-09-15,133830.84,
2499,Hanto Zuyan,081398343467,hanto.zuyan@example.org,Makassar,2025-11-10,138877.06,
2500,Bumad Surah,081740889182,bumad.surah@example.net,Mataram,2023-03-20,47177.94,
2501,Purah Anwati,081327348724,purah.anwati@example.org,Makassar,2025-12-08,164162.55,
2502,Harah Punto,081754685537,harah.punto@example.org,Padang,2025-01-25,6834,
2503,Nawati Butri,085104390348,nawati.butri@example.com,Surabaya,2025-09-09,218084.57,
2504,Hadi Butri,089575575448,hadi.butri@example.com,Bandung,2024-07-03,184090.86,
2505,Nandra Bunur,081783133829,nandra.bunur@post.example.net,Mataram,2025-09-11,140842.29,
2506,Nayan Tanur,081399242027,nayan.tanur@example.com,Mataram,2025-03-20,"236.373,88",
2507,Julia Fawan,0851-6150-9821,julia.fawan@example.com,Surabaya,2024-02-18,5744,
2508,Musih Rinto,081126555112,musih.rinto@example.com,Mataram,25/01/2025,149213.55,
2509,Ingus Cidi,082188633336,ingus.cidi@post.example.net,Medan,2026-07-13,7657.22,"said ""call after 5pm"""
2510,Anyan Demad,081242703419,anyan.demad@example.org,Mataram,2024-06-27,43381.20,
2511,Yalia Hadi,082124177373,yalia.hadi@example.com,Mataram,2024-06-13,94447.59,
2512,Fanto Fandra,085179661468,fanto.fandra@example.com,Padang,2026-03-15,109348.24,
2513,Mumad Murah,085126459262,mumad.murah@mail.example.com,Mataram,2023-08-28,165706.43,
2514,Lonto Julia,082148011045,lonto.julia@mail.example.com,Mataram,2026-06-09,32258.42,"VIP, do not discount"
2515,Punto Busih,081332468177,punto.busih@example.com,Mataram,2024-08-25,228204.68,
2516,Dewan Inrah,+6281759080675,dewan.inrah@example.net,Mataram,2026-03-18,"210.066,69",
2517,Sumad Zundra,081227646676,sumad.zundra@post.example.net,Mataram,2023-03-27,205940.46,
2518,Kadi Buyan,081869778622,kadi.buyan@example.org,Mataram,2026-02-11,107041.18,address unclear
2519,Lonto Fandra,081181355682,lonto.fandra@example.org,Denpasar,2025-11-01,38914.80,
2520," Lonur Risih",081140377484,lonur.risih@mail.example.com,Mataram,15/01/2026,"188.122,83",
2521,Wiman Tasih,081870148903,wiman.tasih@example.com,Mataram,2026-07-24,142543.94,
2522,Degus Giman,081897785901,degus.giman@example.org,Mataram,2023-08-28,208598.38,
2523,Yanto Wiyan,085137354505,yanto.wiyan@example.net,Mataram,14/04/2025,245831.47,
2524,Deman Kalia,082114230429,deman.kalia@example.org,Semarang,2023-04-13,3711.28,
2525,Gitri Hawati,081700492993,gitri.hawati@example.net,Bandung,2023-01-16,228688.55,
2526,Kanto Buwati,081301043885,kanto.buwati@example.org,Bandung,2023-03-28,177815.53,
2527," Fayan Sulia",081781943993,fayan.sulia@example.net,Denpasar,25.01.2023,23968.48,
2528,Hayan Namad,089533864129,hayan.namad@example.com,Mataram,2026-07-10,7986.79,
2529,"Zurah Lotri ",081243727298,zurah.lotri@example.org,Mataram,2023-08-01,124314.30,
2530,Faman Anndra,081707917929,faman.anndra@example.org,Denpasar,2024-03-24,101864.88,
2531,Bunur Hadi,081800962577,bunur.hadi@post.example.net,Mataram,2024-09-25,93766.81,
2532,Naman Kamad,0812 1413 0298,naman.kamad@example.org,Mataram,2025-09-06,46984.22,
2533,Angus Inman,082101444214,angus.inman@example.org,Makassar,2024-07-19,146460.88,
2534,Jutri Deyan,081710947931,jutri.deyan@example.net,Semarang,2023-03-21,173337.40,
2535,Hanto  Hayan,+6281789539983,hanto.hayan@example.com,Mataram,2023-01-03,140577.44,
2536,Kasih Anmad,085159725415,kasih.anmad@example.org,Medan,2024-01-03,13135.44,
2537,Lodi Hawan,081883220974,lodi.hawan@example.org,Mataram,2023-03-14,149009.80,
2538,Tatri Intri,081297461320,tatri.intri@example.com,Bandung,2025-09-04,150605.43,
2539,Butri Yaman,082178756382,butri.yaman@example.net,Mataram,2025-12-17,136914.02,
2540,Deman Namad,081720818787,deman.namad@mail.example.com,Mataram,2024-07-16,12310.95,
2541,Punur  Zudi,081335207345,punur.zudi@post.example.net,Mataram,2023-08-19,214037,
2542,Kadi Derah,081237739635,kadi.derah@POST.EXAMPLE.NET,Mataram,24/07/2023,186020.57,
2543,Inwan Anwati,081778937622,inwan.anwati@example.com,Mataram,2025-07-23,33804.85,
2544,Rinur Natri,085197082123,rinur.natri@example.org,Bandung,2025-02-17,168605.52,
2545,Citri Mundra,089548527831,citri.mundra@example.net,Medan,2025-01-04,77687.04,
2546,Tanto Murah,089596842470,tanto.murah@mail.example.com,Mataram,2025-07-02,210892.10,
2547,Hayan Fanto,081270786518,hayan.fanto@example.net,Mataram,2024-11-12,231250.16,
2548,Budi Falia,081134635489,budi.falia@mail.example.com,Mataram,2023-10-17,53748.70,
2549,Ansih Fasih,089561493135,ansih.fasih@example.org,Mataram,2023-07-22,82638.93,
2550," Rigus Ginto",081301340204,rigus.ginto@example.org,Surabaya,2023-12-06,65486.06,
2551,Bulia Rilia,082119192039,bulia.rilia@example.com,Makassar,2024-12-01,96812.29,
2552,Zusih Zuwan,0813 6620 0626,zusih.zuwan@mail.example.com,Mataram,16/04/2023,169775.38,
2553,Farah Demad,082128171443,farah.demad@mail.example.com,Mataram,2026-06-23,195110.24,
2554,Tatri Rilia,089573547292,tatri.rilia@post.example.net,Mataram,2026-04-13,120307.02,
2555,Mumad Falia,081206239494,mumad.falia@example.org,Mataram,2026-06-01,78705.06,
2556,Namad  Yalia,0817-9606-9477,,Mataram,21/05/2024,40648.23,
2557,Lowati Tawati,082107788805,lowati.tawati@example.net,Mataram,2024-07-14,22940.56,
2558,Anyan Nawan,081301792099,anyan.nawan@example.com,Mataram,2024-11-20,171645.54,
2559,Juwan Winur,089595716610,juwan.winur@example.org,Mataram,2025-05-28,49421.32,
2560," Dento Tadi",081782007873,dento.tadi@example.com,Mataram,2026-03-01,119448.16,
2561,Famad Tanto,081387054749,famad.tanto@example.net,Makassar,2024-01-08,105563.73,
2562,Hatri Julia,085125191973,hatri.julia@example.com,Mataram,2023-10-09,50694.05,
2563,Ciman Immad,0821 9637 9611,ciman.immad@example.com,Denpasar,14/05/2023,238632,
2564,Lolia Girah,0812 3009 8365,lolia.girah@example.org,Bandung,2026-06-12,90675.96,
2565,Rirah Bunto,081844701282,rirah.bunto@example.org,Mataram,2024-06-19,34681.97,
2566,Hadi Fanto,085183435063,hadi.fanto@mail.example.com,Bandung,2026-07-07,99804.94,
2567,Ingus Kasih,081122584200,ingus.kasih@example.org,Medan,2025-10-25,23687.69,
2568,Kawati Bugus,081166663876,kawati.bugus@example.com,Mataram,2023-01-24,224013.64,
2569,Tawati Judi,082115037683,tawati.judi@post.example.net,Surabaya,2024-05-25,17989.17,
2570,Gimad Nasih,081766820410,gimad.nasih@mail.example.com,Mataram,2026-05-11,124039.91,
2571,Kanto Fasih,089533028356,"kanto.fasih@example.net ",Mataram,21.04.2024,93544.04,
